id,support_democrat,cong_district_region,occupation_code,gender_female,age,party,census_urbanpcnt,census_suburbanpcnt,census_ruralpcnt,census_collegepcnt,census_unemprate,census_medianincome,density_sq_km,on_email_list,avg_dem_performance,pet_owner,golf,hunting,random,likes_cheese,protestant,catholic,jewish,afam,latino,id_d,id_r,score_demo,party_dem,model_v2_score
7772,,2,6,0,44.0,1,0.18381916,0.0,0.81618082,0.19439252,0.02682403,81581.0,60.473431000000005,0,45.3,0,0,1,2,0,1,0,0,0,0,0,0,0.26835948,1,
7773,1.0,3,6,1,47.0,1,1.0,0.0,0.0,0.08782609,0.03550864,39740.0,464.63629000000003,1,63.5,0,0,0,1,0,0,0,0,0,0,0,0,0.62102055,1,0.901329275966678
7774,,1,3,0,67.0,2,1.0,0.0,0.0,0.0940171,0.04029062,55742.0,1043.4486,0,52.1,0,0,0,4,0,0,0,0,0,0,0,0,0.49391198,0,
7775,0.0,3,2,0,54.0,1,1.0,0.0,0.0,0.12562814,0.01072961,81349.0,451.93627999999995,0,46.7,1,0,0,2,0,0,0,0,0,0,0,0,0.42096162,1,0.8368370931148023
7776,1.0,1,8,1,52.0,1,1.0,0.0,0.0,0.07944308,0.02681564,35098.0,1460.5875,0,73.1,0,0,0,4,0,0,0,0,0,0,0,0,0.63303894,1,0.899241587968423
7777,1.0,1,1,1,54.0,5,1.0,0.0,0.0,0.06854345,0.03003534,68393.0,1614.1760000000002,0,51.2,0,0,1,3,0,1,0,0,0,0,0,0,0.53734082,0,0.21548225702485274
7778,0.0,3,0,1,57.0,2,1.0,0.0,0.0,0.04823331,0.06245181,35645.0,1310.8439,0,61.0,0,0,0,2,0,0,0,0,0,0,0,0,0.6313529,0,0.2543860648816506
7779,,1,1,1,61.0,2,1.0,0.0,0.0,0.1281296,0.05139186,35714.0,5482.1919,0,63.4,0,0,0,10,0,0,0,0,0,0,0,0,0.62642694,0,
7780,0.0,3,2,1,49.0,2,0.51328725,0.0,0.48671278,0.27171108,0.02478699,80763.0,4.4076585999999995,0,47.4,1,0,1,6,0,1,0,0,0,0,0,0,0.39249668,0,0.2094142990528877
7781,,3,3,0,54.0,1,0.16709845,0.0,0.83290154,0.07322326,0.04985479,50625.0,2.4796009,0,50.9,0,0,0,6,0,0,1,0,0,1,0,0,0.34589496,1,
7782,1.0,3,6,0,63.0,1,1.0,0.0,0.0,0.16421291,0.04715447,39087.0,2230.1047,0,64.9,0,0,0,1,0,1,0,0,0,0,0,0,0.5408196999999999,1,0.8646176202626085
7783,0.0,2,4,0,63.0,2,1.0,0.0,0.0,0.18264841,0.02677747,50139.0,518.9753400000001,0,51.8,0,0,1,1,0,0,0,0,0,0,0,1,0.5073539,0,0.19280274640849715
7784,0.0,3,4,1,72.0,2,1.0,0.0,0.0,0.15486726,0.13076924,50735.0,1759.4506,0,50.0,0,0,0,7,0,1,0,0,0,0,1,0,0.57874137,0,0.20284279716810913
7785,1.0,3,3,0,84.0,1,0.91910052,0.0,0.08089945,0.25410697,0.05022831,63578.0,27.444939,1,47.5,1,1,1,10,0,0,0,0,0,0,0,0,0.44107529,1,0.8049765115086048
7786,0.0,2,6,0,75.0,2,0.83159411,0.0,0.1684059,0.34122491,0.01959307,110069.0,8.502690300000001,0,36.5,0,0,1,2,0,1,0,0,0,0,0,0,0.29571882,0,0.11556243968628784
7787,0.0,3,3,1,63.0,2,0.0,0.0,1.0,0.21839081,0.19540229,53529.0,0.3105447,0,50.4,0,0,0,5,0,0,0,0,0,0,0,0,0.36549076,0,0.21688355219363795
7788,0.0,2,2,0,61.0,2,0.0,0.90256411,0.09743589999999999,0.10456853,0.04,50417.0,317.25015,0,35.2,0,0,1,5,0,0,1,0,0,1,0,0,0.31269488,0,0.19616511576916923
7789,0.0,2,7,0,61.0,2,1.0,0.0,0.0,0.20126449,0.11398964,50660.0,956.1043699999999,0,52.2,0,0,1,10,0,0,0,0,0,0,0,1,0.50464737,0,0.1958701432632641
7790,0.0,3,5,0,26.0,2,1.0,0.0,0.0,0.17155904,0.05222025,50851.0,4311.3423,0,61.6,0,0,0,3,0,0,0,0,0,0,0,0,0.51618278,0,0.2688038908660694
7791,,3,2,0,67.0,2,0.84848487,0.0,0.15151516,0.15277120000000002,0.04597396,55191.0,240.34489,0,51.8,0,0,1,6,0,0,1,0,0,1,0,0,0.46112949,0,
7792,1.0,1,3,1,61.0,1,0.80747765,0.0,0.19252232,0.21702838,0.03313253,71139.0,70.902016,0,49.8,0,0,0,6,0,0,0,0,0,0,1,0,0.4797447,1,0.8587562857564657
7793,0.0,1,4,1,62.0,2,1.0,0.0,0.0,0.26243901,0.11891892,87009.0,1420.9951,0,53.0,1,1,0,9,0,0,0,0,0,0,0,0,0.46930247,0,0.17799377500178423
7794,0.0,3,9,1,62.0,1,1.0,0.0,0.0,0.12601626,0.05833333,64375.0,1178.1011,0,51.6,0,1,1,2,0,0,0,0,0,0,1,0,0.5437776999999999,1,0.8635738461551834
7795,,3,2,1,63.0,1,0.16709845,0.0,0.83290154,0.07322326,0.04985479,50625.0,2.4796009,0,53.1,0,0,1,5,0,0,0,0,0,0,0,0,0.41492015,1,
7796,1.0,2,3,0,46.0,1,0.0,0.0,1.0,0.14317673,0.04651163,34013.0,0.03721956,0,30.4,0,0,0,5,0,0,1,0,0,1,0,0,0.35812151,1,0.8903094484834944
7797,,3,2,0,49.0,1,1.0,0.0,0.0,0.10479042,0.03930131,82204.0,592.17548,1,61.1,0,1,1,1,0,0,0,0,0,0,0,0,0.42065504,1,
7798,,2,6,0,65.0,1,0.0,0.0,1.0,0.19512194,0.03836634,68352.0,47.520953999999996,0,45.0,0,0,1,9,0,1,0,0,0,0,0,0,0.26437968,1,
7799,1.0,3,1,0,63.0,2,1.0,0.0,0.0,0.16722091,0.04582651,58152.0,2367.1724,0,58.0,0,0,0,3,0,0,1,0,0,0,0,0,0.48417199,0,0.18337887929646207
7800,1.0,3,4,0,48.0,2,1.0,0.0,0.0,0.12271541,0.00421941,65577.0,4472.4688,0,55.9,0,0,0,2,0,1,0,0,0,0,0,0,0.46908894,0,0.2020101875337797
7801,1.0,2,3,0,74.0,1,0.0,1.0,0.0,0.18547139999999998,0.0204918,34643.0,2193.032,0,35.8,1,0,1,9,0,0,0,0,0,0,0,0,0.34734455,1,0.8530328443679356
7802,,2,4,0,31.0,1,1.0,0.0,0.0,0.14453782,0.02530121,42153.0,2096.1101,1,60.3,0,0,0,4,0,0,1,0,0,0,0,0,0.54208487,1,
7803,0.0,2,9,1,38.0,2,0.0,1.0,0.0,0.15498443,0.05309734,47188.0,660.77521,0,39.0,0,0,0,10,0,1,0,0,0,0,0,0,0.39421639,0,0.280895980373389
7804,,3,0,0,41.0,1,0.0,0.82820231,0.17179769,0.17514125,0.06366822,63594.0,92.795303,0,50.3,1,1,1,8,0,0,0,0,0,0,0,0,0.28167656,1,
7805,0.0,2,3,1,32.0,2,0.0,0.82053942,0.17946059,0.1722973,0.05835908,65680.0,33.987427000000004,0,25.9,0,0,1,5,0,1,0,0,0,0,0,0,0.34388533,0,0.2666584201530372
7806,1.0,1,4,1,60.0,1,1.0,0.0,0.0,0.15006553,0.03739003,35490.0,5925.2832,0,61.2,0,0,0,8,0,0,1,0,0,0,0,0,0.62640363,1,0.8900633411036861
7807,0.0,2,2,1,49.0,2,0.93408501,0.0,0.065915,0.14131169,0.02718589,64980.0,69.405441,0,44.7,0,0,0,2,0,0,1,0,0,1,0,0,0.53160024,0,0.2302517257194453
7808,1.0,2,4,1,76.0,1,1.0,0.0,0.0,0.13604061,0.00844391,60603.0,1657.7556,1,61.5,0,0,1,10,0,1,0,0,0,0,0,0,0.55084455,1,0.8467218148806882
7809,0.0,3,2,0,82.0,2,0.51328725,0.0,0.48671278,0.27171108,0.02478699,80763.0,4.4076585999999995,0,39.2,1,1,1,1,0,0,0,0,0,0,0,1,0.31463709,0,0.1310135783242868
7810,,2,9,0,50.0,2,0.0,1.0,0.0,0.31778425,0.04856512,80348.0,520.89148,0,41.2,0,1,0,9,0,0,0,0,0,0,0,1,0.23619464,0,
7811,1.0,3,4,1,74.0,1,1.0,0.0,0.0,0.13144589999999998,0.03916084,63892.0,3190.1091,0,54.9,0,0,0,3,0,0,1,0,0,0,0,0,0.54168385,1,0.8464972785031849
7812,1.0,2,5,1,90.0,1,1.0,0.0,0.0,0.12665535,0.0438968,41354.0,2330.9534,0,55.8,0,0,0,10,1,0,0,0,0,0,1,0,0.60281479,1,0.8445069134267823
7813,0.0,2,6,1,75.0,2,0.0,0.66021508,0.33978495,0.41635338,0.0,99546.0,35.337429,0,44.3,0,0,0,9,0,0,0,0,0,0,0,0,0.24146886,0,0.14430363482320682
7814,0.0,1,3,1,46.0,2,1.0,0.0,0.0,0.20367937,0.01520913,71750.0,1789.5272,0,47.9,1,1,1,8,0,1,0,0,0,0,0,0,0.5230521,0,0.22729833192455706
7815,1.0,2,2,0,62.0,1,0.8170163,0.0,0.18298368,0.28099173,0.03583502,74384.0,225.86587999999998,1,45.6,0,0,0,6,1,0,0,0,0,0,0,0,0.39421827,1,0.8311935741696981
7816,1.0,3,9,1,76.0,5,1.0,0.0,0.0,0.19354838,0.04980843,90738.0,1702.0919,0,47.5,0,0,1,5,0,0,0,0,0,0,0,0,0.4583710999999999,0,0.15136252366736097
7817,1.0,3,2,0,69.0,1,0.84848487,0.0,0.15151516,0.15277120000000002,0.04597396,55191.0,240.34489,1,56.5,0,1,0,9,0,0,0,0,1,0,0,0,0.74486083,1,0.840147871756794
7818,1.0,2,9,1,48.0,1,0.78408051,0.0,0.21591949,0.15523933,0.03505155,51827.0,62.656677,0,41.6,1,0,1,10,0,0,0,0,0,0,0,0,0.53895736,1,0.8915990345453372
7819,1.0,2,2,1,62.0,1,0.16709845,0.0,0.83290154,0.07322326,0.04985479,50625.0,2.4796009,0,44.4,0,0,1,10,0,0,0,0,0,0,0,0,0.41519895,1,0.8755780621907311
7820,1.0,3,2,0,53.0,1,1.0,0.0,0.0,0.06092965,0.03742515,49525.0,3289.1392,0,58.8,0,0,0,7,0,0,0,0,0,0,0,0,0.51807415,1,0.868961546598716
7821,1.0,1,7,0,60.0,1,1.0,0.0,0.0,0.17113851,0.00820283,44246.0,2312.8049,0,52.6,1,0,1,7,0,0,1,0,0,0,0,0,0.52643692,1,0.8641099190841802
7822,,2,2,0,64.0,1,0.13653137,0.0,0.86346865,0.20789474,0.0,63125.0,5.5497189,1,44.8,0,0,1,1,0,1,0,0,0,0,0,0,0.29989701,1,
7823,0.0,2,6,0,69.0,2,0.0,0.36310518,0.63689482,0.1359852,0.0,39621.0,69.150726,0,47.4,0,1,0,8,0,0,0,0,0,0,0,0,0.33773801,0,0.19439537739069035
7824,1.0,2,3,1,51.0,2,0.0,0.0,1.0,0.13735047,0.04720812,65367.0,5.7551379,0,27.8,1,0,1,8,0,1,0,0,0,0,0,0,0.34148601,0,0.2255736494096945
7825,,3,1,0,67.0,2,1.0,0.0,0.0,0.12236842,0.0,73750.0,2844.7415,0,52.5,0,0,1,9,0,0,0,0,0,0,0,0,0.43968037,0,
7826,,3,2,1,73.0,2,0.90640289,0.0,0.09359711,0.21622428,0.04329312,68665.0,248.82831000000002,0,47.3,1,1,0,1,0,1,0,0,0,0,0,0,0.50413871,0,
7827,1.0,3,1,0,46.0,2,1.0,0.0,0.0,0.11853620000000001,0.02419355,60321.0,2946.8896,0,49.0,0,0,0,2,0,1,0,0,0,0,0,0,0.48526126,0,0.21253896025570593
7828,0.0,3,6,1,62.0,1,1.0,0.0,0.0,0.13053197,0.06731260000000001,54167.0,1219.5347,1,49.5,0,0,1,3,0,0,0,0,0,0,0,0,0.57335532,1,0.8725753073811062
7829,0.0,3,3,1,47.0,2,1.0,0.0,0.0,0.08166666,0.05505506,59234.0,2401.8369,0,55.5,0,0,1,7,0,0,0,0,0,0,0,0,0.56534791,0,0.2424990473045364
7830,,2,4,1,59.0,1,1.0,0.0,0.0,0.09368192,0.11654527,21250.0,2000.3754,0,70.1,0,0,0,4,0,1,0,0,0,0,0,0,0.66720092,1,
7831,0.0,2,8,1,74.0,2,0.04113754,0.5907709,0.36809158,0.07331137,0.05084164,44583.0,72.783394,0,37.8,1,1,1,9,0,0,0,0,0,0,0,0,0.40388778,0,0.20671537640207324
7832,0.0,2,6,0,71.0,2,0.316286,0.0,0.68371397,0.23398329,0.00666667,86621.0,110.79535,0,38.0,0,1,0,9,0,1,0,0,0,0,0,0,0.27072367,0,0.14096201295203886
7833,,1,2,1,38.0,1,1.0,0.0,0.0,0.09634551,0.02,38713.0,2448.0669,0,63.6,0,0,0,8,0,1,0,0,0,0,0,0,0.62603957,1,
7834,0.0,3,2,1,75.0,1,0.47332186,0.0,0.52667814,0.15667465,0.02891791,58487.0,216.66945,1,52.3,1,0,0,5,0,0,0,0,0,0,0,0,0.44711733,1,0.8503334303733249
7835,0.0,3,4,1,42.0,2,1.0,0.0,0.0,0.13144589999999998,0.03916084,63892.0,3190.1091,0,54.9,0,0,1,7,0,0,1,0,0,1,0,0,0.55079138,0,0.246773711383825
7836,,2,3,0,28.0,2,0.0,0.82053942,0.17946059,0.1722973,0.05835908,65680.0,33.987427000000004,0,25.9,0,0,1,8,0,0,0,0,0,0,0,0,0.27984324,0,
7837,0.0,1,7,0,78.0,2,1.0,0.0,0.0,0.0982469,0.03829604,55469.0,1641.8254,1,59.5,0,0,0,4,0,1,0,0,0,0,0,0,0.49137044,0,0.16111037926163072
7838,0.0,3,9,0,63.0,1,1.0,0.0,0.0,0.13930348,0.0,80268.0,937.29205,1,45.7,0,0,1,8,0,0,0,0,0,0,0,0,0.42099574,1,0.8230261578670528
7839,1.0,3,2,0,48.0,1,0.9029218000000001,0.0,0.09707823,0.1105559,0.05037313,57316.0,94.149086,0,56.5,0,0,0,4,0,0,0,0,1,0,0,0,0.75470388,1,0.8688477558663414
7840,1.0,1,4,1,42.0,2,1.0,0.0,0.0,0.2397217,0.03688853,77800.0,2724.9946,1,53.0,1,1,0,2,0,0,0,0,0,0,0,0,0.50424051,0,0.22740528545205616
7841,,3,2,0,63.0,1,1.0,0.0,0.0,0.12981744,0.03095975,59235.0,1080.9845,0,40.7,1,0,1,4,0,0,0,0,0,0,0,0,0.48297763,1,
7842,0.0,2,2,1,55.0,2,1.0,0.0,0.0,0.14956522,0.07340324,44342.0,3731.2751,0,52.7,0,1,0,10,0,1,0,0,0,0,0,1,0.60257786,0,0.246245214807762
7843,,2,5,1,69.0,2,1.0,0.0,0.0,0.28475937,0.03097345,101827.0,522.36298,0,46.2,0,0,1,8,0,1,0,0,0,0,0,0,0.42354241,0,
7844,1.0,2,5,1,36.0,5,0.0,0.0,1.0,0.09686609,0.03111111,35089.0,2.0482466,0,51.8,0,0,0,7,0,1,0,0,0,0,0,0,0.43263125,0,0.3050797166382742
7845,,2,6,1,33.0,2,0.0,0.0,1.0,0.11913358,0.06455863,36782.0,2.4081235,0,25.7,1,0,1,7,0,1,0,0,0,0,0,0,0.42714882,0,
7846,1.0,1,3,1,57.0,1,1.0,0.0,0.0,0.04584305,0.10541872,26570.0,6488.6782,0,62.7,0,0,0,8,0,0,1,0,0,0,0,0,0.65581811,1,0.8998448398612069
7847,1.0,3,4,1,61.0,1,1.0,0.0,0.0,0.14472671,0.01986755,61818.0,3114.2224,1,55.0,0,0,0,2,0,0,0,0,0,0,0,0,0.55099982,1,0.8672424010287872
7848,,1,1,0,46.0,3,1.0,0.0,0.0,0.14322747,0.05658784,69038.0,2781.0137,0,54.8,0,1,0,2,0,0,0,0,0,0,0,0,0.45793596,0,
7849,0.0,2,3,1,64.0,2,0.0,0.0,1.0,0.13735047,0.04720812,65367.0,5.7551379,0,30.4,0,0,0,4,0,1,0,0,0,0,0,0,0.33813712,0,0.19990219939358295
7850,1.0,3,0,1,62.0,2,0.0,1.0,0.0,0.09575836,0.01714286,36440.0,1677.2878,1,43.2,0,0,1,10,0,1,0,0,0,0,0,0,0.42158002,0,0.2422304251900901
7851,0.0,3,0,1,54.0,2,0.0,0.7143606,0.28563941,0.12604167,0.06364922,57417.0,69.671295,0,56.1,0,0,0,9,0,0,1,0,0,0,0,0,0.36261535,0,0.2301175467129651
7852,0.0,3,0,0,79.0,2,0.0,0.5490064,0.4509936,0.14824903,0.09845889999999999,53563.0,131.91638,0,41.0,0,0,0,4,0,1,0,0,0,0,0,0,0.29806721,0,0.16149983075464164
7853,,2,7,1,55.0,1,1.0,0.0,0.0,0.31297709999999995,0.03107345,59453.0,1451.1174,0,55.1,0,0,0,8,0,1,0,0,0,0,0,0,0.55116498,1,
7854,0.0,1,4,0,81.0,1,1.0,0.0,0.0,0.17802431,0.02932003,60057.0,1813.8074,0,60.2,0,0,0,4,0,0,1,0,0,0,0,0,0.47297627,1,0.8146059007016638
7855,0.0,2,5,0,84.0,2,1.0,0.0,0.0,0.33636799,0.03736089,67500.0,686.11707,0,46.8,0,0,0,2,0,1,0,0,0,0,0,0,0.4422003,0,0.14021897738748013
7856,0.0,3,1,1,59.0,2,1.0,0.0,0.0,0.22689076,0.02706553,76308.0,2215.3391,0,51.3,1,1,0,3,0,1,0,0,0,0,0,1,0.50452602,0,0.1958923829392248
7857,0.0,3,5,0,48.0,2,1.0,0.0,0.0,0.19604863,0.02816901,60135.0,2575.123,0,60.9,0,1,0,4,0,0,0,0,0,0,0,0,0.4813031,0,0.20885178208560576
7858,0.0,3,1,0,47.0,2,1.0,0.0,0.0,0.11853620000000001,0.02419355,60321.0,2946.8896,0,49.0,0,0,1,4,0,0,0,0,1,0,0,0,0.76302946,0,0.21057035679074426
7859,0.0,3,4,1,39.0,2,1.0,0.0,0.0,0.17802504,0.05371901,103392.0,741.50647,0,36.3,0,1,1,2,0,0,0,0,0,0,0,0,0.4324871,0,0.20024926811850302
7860,,3,3,0,63.0,1,0.91910052,0.0,0.08089945,0.25410697,0.05022831,63578.0,27.444939,0,36.4,0,0,0,1,0,0,0,0,0,0,0,0,0.44702831,1,
7861,1.0,2,9,0,89.0,2,0.0,1.0,0.0,0.15362731,0.05285868,60096.0,403.43387,0,40.4,0,0,1,10,0,0,0,0,0,0,0,0,0.27989018,0,0.13998021188721446
7862,0.0,2,0,1,40.0,2,0.0,0.86551726,0.13448276,0.11162551,0.08118433,41294.0,36.534397,0,46.0,0,0,1,8,0,0,0,0,0,0,0,0,0.41236156,0,0.2853192009148299
7863,0.0,3,3,0,66.0,2,0.91910052,0.0,0.08089945,0.25410697,0.05022831,63578.0,27.444939,0,45.1,0,0,1,1,0,1,0,0,0,0,0,0,0.44617692,0,0.1720992834649403
7864,0.0,1,3,1,64.0,2,1.0,0.0,0.0,0.06549424,0.09710611,30000.0,4261.0977,0,70.1,0,0,0,8,0,0,0,0,0,0,0,0,0.64388907,0,0.24703472883953495
7865,,1,6,1,57.0,1,1.0,0.0,0.0,0.01032258,0.19431279999999998,13051.0,3404.4497,0,92.5,0,0,0,5,0,0,0,0,1,0,0,0,0.8847965,1,
7866,0.0,3,2,0,77.0,2,0.6950534,0.0,0.3049466,0.21111111,0.03056517,56952.0,273.85172,0,51.8,0,1,1,3,0,0,0,0,0,0,0,0,0.41899043,0,0.1611616684737162
7867,0.0,3,3,0,49.0,2,0.91910052,0.0,0.08089945,0.25410697,0.05022831,63578.0,27.444939,0,55.0,0,0,0,7,0,1,0,0,0,0,0,0,0.45100555,0,0.20259034100965762
7868,0.0,3,3,1,25.0,2,0.91910052,0.0,0.08089945,0.25410697,0.05022831,63578.0,27.444939,0,47.7,0,0,0,3,0,0,0,0,0,0,0,0,0.5336380000000001,0,0.2864198001143011
7869,0.0,3,0,1,76.0,2,0.0,0.7143606,0.28563941,0.12604167,0.06364922,57417.0,69.671295,0,56.1,0,0,0,10,0,1,0,0,0,0,0,0,0.35679704,0,0.18735362896220634
7870,,2,5,0,49.0,1,0.0,0.68883467,0.31116533,0.11938775,0.06925208,40721.0,108.42971999999999,1,41.2,0,0,1,2,0,0,1,0,0,0,1,0,0.34013912,1,
7871,0.0,3,0,0,43.0,2,0.0,0.42221263,0.5777874,0.13129252,0.05561173,40806.0,0.93110037,0,56.1,0,0,0,10,0,1,0,0,0,0,0,0,0.34103298,0,0.24527623920377156
7872,1.0,1,7,1,48.0,1,1.0,0.0,0.0,0.06010568,0.09991942,48508.0,624.94562,0,67.2,0,0,0,4,0,0,1,0,0,1,0,0,0.59672463,1,0.8940452465485217
7873,1.0,2,4,1,84.0,1,1.0,0.0,0.0,0.21576433,0.02235598,62649.0,1919.5364,0,58.1,0,0,0,6,0,0,0,0,0,0,0,0,0.53843087,1,0.8318701777850281
7874,0.0,3,0,1,68.0,1,0.0,0.7143606,0.28563941,0.12604167,0.06364922,57417.0,69.671295,0,56.1,0,0,0,9,0,1,0,0,0,0,0,0,0.35890803,1,0.8615324108482776
7875,1.0,1,8,1,56.0,1,1.0,0.0,0.0,0.03438735,0.09149072,26337.0,3919.0012,0,76.8,1,1,1,7,0,0,0,0,0,0,0,0,0.65733612,1,0.9010636114308701
7876,,2,6,0,67.0,2,0.0,0.69507945,0.30492058,0.06122449,0.06632653,36667.0,26.313852,0,52.7,0,0,0,3,0,1,0,0,0,0,0,0,0.34901497,0,
7877,,2,4,0,74.0,2,1.0,0.0,0.0,0.16575716,0.04901961,56932.0,2426.5159,1,59.5,0,0,0,2,0,1,0,0,0,0,0,0,0.48468044,0,
7878,,2,4,0,82.0,1,1.0,0.0,0.0,0.18264841,0.02677747,50139.0,518.9753400000001,0,52.0,0,0,1,9,0,0,0,0,0,0,1,0,0.50190002,1,
7879,1.0,2,6,1,53.0,1,0.0,0.69935113,0.30064887,0.06137184,0.03074671,45313.0,93.209625,0,45.0,1,0,0,4,0,0,1,0,0,0,0,0,0.40013528,1,0.8907419590794625
7880,1.0,2,1,0,63.0,2,1.0,0.0,0.0,0.07034221,0.13390928,42426.0,3240.0464,0,60.4,1,0,0,2,0,1,0,0,0,0,0,0,0.53487647,0,0.20221772016622705
7881,0.0,2,5,0,59.0,1,0.0,0.73636681,0.26363319,0.14207049,0.0810622,51010.0,105.89551999999999,0,31.9,0,1,1,3,0,1,0,0,0,0,0,0,0.30973625,1,0.8593082047481424
7882,1.0,1,7,0,72.0,5,1.0,0.0,0.0,0.08113329,0.0701459,37212.0,5619.3008,0,62.5,0,0,1,6,0,0,1,0,0,0,0,0,0.54772317,0,0.19176991937495885
7883,,2,2,0,43.0,1,1.0,0.0,0.0,0.1402027,0.03867925,67697.0,1735.1199,0,52.8,0,0,0,5,0,1,0,0,0,0,0,0,0.46306235,1,
7884,0.0,3,8,1,60.0,2,1.0,0.0,0.0,0.12852664,0.0,44813.0,311.11737,0,43.8,0,0,1,1,0,0,0,0,0,0,0,1,0.60152018,0,0.2348044048559318
7885,,1,7,1,63.0,1,1.0,0.0,0.0,0.10932476,0.0,86614.0,926.47687,0,53.0,1,0,0,4,0,0,0,0,0,0,0,0,0.47896054,1,
7886,0.0,2,9,1,48.0,2,0.0,1.0,0.0,0.15498443,0.05309734,47188.0,660.77521,0,39.0,0,0,0,9,0,1,0,0,0,0,0,0,0.39147750000000003,0,0.2576833159627259
7887,,2,0,0,50.0,1,1.0,0.0,0.0,0.09503052,0.03120282,50224.0,541.82593,0,54.9,0,0,1,5,0,1,0,0,0,0,1,0,0.51520234,1,
7888,,3,4,0,79.0,1,1.0,0.0,0.0,0.20497803,0.04,93170.0,1768.4451,0,48.6,0,0,0,5,0,0,0,0,0,0,1,0,0.37637118,1,
7889,0.0,3,3,0,47.0,2,1.0,0.0,0.0,0.03959276,0.10743801,55511.0,2885.1584,0,56.2,0,0,0,2,0,0,1,0,0,0,0,0,0.50246716,0,0.21679509866317262
7890,1.0,2,9,1,73.0,1,0.78408051,0.0,0.21591949,0.15523933,0.03505155,51827.0,62.656677,0,35.7,0,0,1,5,0,1,0,0,0,0,0,0,0.53181654,1,0.8596181502317004
7891,1.0,1,7,0,27.0,5,1.0,0.0,0.0,0.14141414,0.05595238,75886.0,4018.0776,0,58.5,0,0,0,1,0,0,0,0,1,0,0,0,0.73139363,0,0.2305275319869869
7892,1.0,3,2,1,32.0,1,0.68516284,0.0,0.31483716,0.19401947,0.03808244,70129.0,183.87068,0,59.9,0,0,1,6,0,0,0,0,0,0,0,0,0.46680278,1,0.8961392263130254
7893,0.0,1,7,1,29.0,2,0.16783217,0.0,0.8321678,0.0,0.0,40703.0,2.1623416,0,56.7,0,0,0,10,0,1,0,0,0,0,0,0,0.45770121,0,0.3134907221954317
7894,0.0,2,9,1,77.0,2,0.0,0.0,1.0,0.05142857,0.03048781,42500.0,1.5972973999999998,0,32.7,0,0,1,4,0,0,0,0,0,0,0,0,0.40202367,0,0.20355825842192235
7895,1.0,3,0,0,58.0,1,1.0,0.0,0.0,0.17224489,0.01124744,78968.0,1313.5677,1,45.0,0,0,0,10,0,1,0,0,0,0,0,0,0.42444444,1,0.8328568060916071
7896,1.0,3,5,0,56.0,1,1.0,0.0,0.0,0.17155904,0.05222025,50851.0,4311.3423,0,60.6,0,0,0,6,0,0,0,0,1,0,0,0,0.77898932,1,0.8636788619927787
7897,0.0,2,6,1,48.0,2,0.0,0.93880737,0.06119263,0.08861321,0.08716323,35380.0,183.65178999999998,0,43.1,1,1,1,7,0,0,0,0,0,0,0,0,0.42831141,0,0.27546029903049624
7898,,2,5,0,35.0,2,0.91388267,0.0,0.0861173,0.21953675,0.01011378,62198.0,69.45970200000001,0,44.9,0,0,1,5,0,0,0,0,0,0,0,0,0.46007273,0,
7899,1.0,2,2,1,69.0,1,0.51328725,0.0,0.48671278,0.27171108,0.02478699,80763.0,4.4076585999999995,0,51.5,1,1,1,2,0,0,0,1,0,0,1,0,0.51142687,1,0.8370514068450325
7900,,3,4,1,42.0,2,1.0,0.0,0.0,0.19678715,0.09547739,89102.0,271.56152000000003,0,51.1,1,0,0,6,0,0,1,0,0,0,0,0,0.47234041,0,
7901,0.0,3,8,0,43.0,1,1.0,0.0,0.0,0.06707946,0.07088964,0.0,0.0,1,56.1,0,1,0,9,0,0,1,0,0,0,0,0,0.66139472,1,0.9161614036957585
7902,1.0,3,4,1,78.0,1,1.0,0.0,0.0,0.09617548,0.06113537,48171.0,1231.3881,0,51.0,0,0,0,1,0,0,0,0,0,0,0,0,0.58796006,1,0.8558537436662413
7903,0.0,3,4,0,85.0,2,1.0,0.0,0.0,0.10427011,0.15384616,28951.0,1491.3914,0,53.6,0,0,1,4,0,1,0,0,0,0,0,0,0.5663408000000001,0,0.17823527430526537
7904,0.0,2,3,0,58.0,2,0.0,1.0,0.0,0.11591963,0.04618117,53125.0,1946.0643,0,34.3,1,1,1,8,0,1,0,0,0,0,0,0,0.30602288,0,0.19846932034726053
7905,0.0,1,7,1,58.0,2,1.0,0.0,0.0,0.0982469,0.03829604,55469.0,1641.8254,0,63.6,0,0,0,10,0,0,0,0,0,0,0,0,0.57254678,0,0.2244617050607866
7906,0.0,3,4,0,90.0,2,1.0,0.0,0.0,0.17268446,0.0,52951.0,684.9490400000001,0,46.5,0,0,0,6,0,1,0,0,0,0,0,0,0.49200162,0,0.14526621714479165
7907,,3,4,0,50.0,1,1.0,0.0,0.0,0.12170754,0.03729604,79733.0,613.6496599999999,0,46.4,1,0,0,2,0,1,0,0,0,0,0,0,0.42672577,1,
7908,,3,4,0,76.0,2,1.0,0.0,0.0,0.09617548,0.06113537,48171.0,1231.3881,0,47.8,0,1,1,8,0,1,0,0,0,0,0,0,0.51350421,0,
7909,0.0,2,7,1,47.0,2,1.0,0.0,0.0,0.21758242,0.04322766,65486.0,1340.6709,0,56.8,1,0,0,6,0,1,0,0,0,0,0,0,0.54033542,0,0.2337630857092431
